Order Code,Out Order Code,Waybill No.,Package number,Order Type,Payment Type,Name of courier company,Platform,Order Subtype,Store,Invoice,invoiceTitle,tax invoice content,System Shortage,Appointment Delivery,Order Creation Time,Order Time,Payment time,WMS receiving time,cancelled time,Owner code,Owner name,Order Status,Picking Type,Province,City,District,outbound time,Expected outbound time,Expected # Items,Number of items shipped,Expected # SKU,total number of order package,order package outbound quantity,weight,distribute,LP code,Unified packing material,Recommend packaging material,transaction number,Priority Delivery (G)
SO123546,OO123546,Waybill213,PN12435,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:03,,,8/12/2024 1:03,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015836,no
SO123547,OO123547,Waybill214,PN12436,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:52,,,8/12/2024 0:52,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015830,no
SO123548,OO123548,Waybill215,PN12437,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:47,,,8/12/2024 0:47,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015813,no
SO123549,OO123549,Waybill216,PN12438,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:24,,,8/12/2024 1:24,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015811,no
SO123550,OO123550,Waybill217,PN12439,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:23,,,8/12/2024 1:23,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015804,no
SO123551,OO123551,Waybill218,PN12440,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:21,,,8/12/2024 1:21,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015803,no
SO123552,OO123552,Waybill219,PN12441,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:19,,,8/12/2024 1:19,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015843,no
SO123553,OO123553,Waybill220,PN12442,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:15,,,8/12/2024 1:15,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015815,no
SO123554,OO123554,Waybill221,PN12443,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 1:13,,,8/12/2024 1:13,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015808,no
SO123555,OO123555,Waybill222,PN12444,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:50,,,8/12/2024 0:50,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015799,no
SO123556,OO123556,Waybill223,PN12445,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:40,,,8/12/2024 0:40,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015792,no
SO123557,OO123557,Waybill224,PN12446,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:36,,,8/12/2024 0:36,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015826,no
SO123558,OO123558,Waybill225,PN12447,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:33,,,8/12/2024 0:33,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015814,no
SO123559,OO123559,Waybill226,PN12448,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:55,,,8/12/2024 0:55,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015807,no
SO123560,OO123560,Waybill227,PN12449,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:48,,,8/12/2024 0:48,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015790,no
SO123561,OO123561,Waybill228,PN12450,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:39,,,8/12/2024 0:39,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015821,no
SO123562,OO123562,Waybill229,PN12451,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/12/2024 0:33,,,8/12/2024 0:33,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015817,no
SO123563,OO123563,Waybill230,PN12452,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:55,,,8/11/2024 23:55,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015816,no
SO123564,OO123564,Waybill231,PN12453,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:53,,,8/11/2024 23:53,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015791,no
SO123565,OO123565,Waybill232,PN12454,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:52,,,8/11/2024 23:52,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,4,0,4,1,0,,no,WH00000,no,,TXN015781,no
SO123566,OO123566,Waybill233,PN12455,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:48,,,8/11/2024 23:48,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015779,no
SO123567,OO123567,Waybill234,PN12456,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:41,,,8/11/2024 23:41,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015776,no
SO123568,OO123568,Waybill235,PN12457,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:41,,,8/11/2024 23:41,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015777,no
SO123569,OO123569,Waybill236,PN12458,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:35,,,8/11/2024 23:35,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015770,no
SO123570,OO123570,Waybill237,PN12459,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:34,,,8/11/2024 23:34,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015666,no
SO123571,OO123571,Waybill238,PN12460,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:55,,,8/11/2024 23:55,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015767,no
SO123572,OO123572,Waybill239,PN12461,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:42,,,8/11/2024 23:42,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015493,no
SO123573,OO123573,Waybill240,PN12462,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:37,,,8/11/2024 23:37,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015746,no
SO123574,OO123574,Waybill241,PN12463,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:28,,,8/11/2024 23:28,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015732,no
SO123575,OO123575,Waybill242,PN12464,multiple SKU multiple items,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:23,,,8/11/2024 23:23,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,11,0,10,1,0,,no,WH00000,no,,TXN015728,no
SO123576,OO123576,Waybill243,PN12465,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:46,,,8/11/2024 23:46,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015723,no
SO123577,OO123577,Waybill244,PN12466,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:41,,,8/11/2024 23:41,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015709,no
SO123578,OO123578,Waybill245,PN12467,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:36,,,8/11/2024 23:36,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015707,no
SO123579,OO123579,Waybill246,PN12468,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:23,,,8/11/2024 23:23,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015706,no
SO123580,OO123580,Waybill247,PN12469,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:45,,,8/11/2024 23:45,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015697,no
SO123581,OO123581,Waybill248,PN12470,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:43,,,8/11/2024 23:43,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015693,no
SO123582,OO123582,Waybill249,PN12471,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:42,,,8/11/2024 23:42,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015690,no
SO123583,OO123583,Waybill250,PN12472,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:22,,,8/11/2024 23:22,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015684,no
SO123584,OO123584,Waybill251,PN12473,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:17,,,8/11/2024 23:17,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015683,no
SO123585,OO123585,Waybill252,PN12474,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:16,,,8/11/2024 23:16,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015677,no
SO123586,OO123586,Waybill253,PN12475,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:15,,,8/11/2024 23:15,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015673,no
SO123587,OO123587,Waybill254,PN12476,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:15,,,8/11/2024 23:15,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015670,no
SO123588,OO123588,Waybill255,PN12477,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:10,,,8/11/2024 23:10,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015665,no
SO123589,OO123589,Waybill256,PN12478,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:08,,,8/11/2024 23:08,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015664,no
SO123590,OO123590,Waybill257,PN12479,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:06,,,8/11/2024 23:06,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015652,no
SO123591,OO123591,Waybill258,PN12480,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 23:04,,,8/11/2024 23:04,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015647,no
SO123592,OO123592,Waybill259,PN12481,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:52,,,8/11/2024 22:52,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015637,no
SO123593,OO123593,Waybill260,PN12482,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:48,,,8/11/2024 22:48,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015638,no
SO123594,OO123594,Waybill261,PN12483,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:46,,,8/11/2024 22:46,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015014,no
SO123595,OO123595,Waybill262,PN12484,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:44,,,8/11/2024 22:44,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015629,no
SO123596,OO123596,Waybill263,PN12485,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:35,,,8/11/2024 22:35,,12345678,Seller A,intercepted,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015628,no
SO123597,OO123597,Waybill264,PN12486,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:35,,,8/11/2024 22:35,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015668,no
SO123598,OO123598,Waybill265,PN12487,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:34,,,8/11/2024 22:34,,12345678,Seller A,intercepted,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015660,no
SO123599,OO123599,Waybill266,PN12488,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:30,,,8/11/2024 22:30,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,3,0,3,1,0,,no,WH00000,no,,TXN015646,no
SO123600,OO123600,Waybill267,PN12489,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:26,,,8/11/2024 22:26,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015633,no
SO123601,OO123601,Waybill268,PN12490,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:25,,,8/11/2024 22:25,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015626,no
SO123602,OO123602,Waybill269,PN12491,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:24,,,8/11/2024 22:24,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015623,no
SO123603,OO123603,Waybill270,PN12492,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:24,,,8/11/2024 22:24,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015599,no
SO123604,OO123604,Waybill271,PN12493,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:22,,,8/11/2024 22:22,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015582,no
SO123605,OO123605,Waybill272,PN12494,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:20,,,8/11/2024 22:20,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015579,no
SO123606,OO123606,Waybill273,PN12495,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:19,,,8/11/2024 22:19,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015572,no
SO123607,OO123607,Waybill274,PN12496,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:18,,,8/11/2024 22:18,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015571,no
SO123608,OO123608,Waybill275,PN12497,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:17,,,8/11/2024 22:17,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015550,no
SO123609,OO123609,Waybill276,PN12498,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:11,,,8/11/2024 22:11,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015595,no
SO123610,OO123610,Waybill277,PN12499,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:07,,,8/11/2024 22:07,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015589,no
SO123611,OO123611,Waybill278,PN12500,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:05,,,8/11/2024 22:05,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015545,no
SO123612,OO123612,Waybill279,PN12501,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:05,,,8/11/2024 22:05,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015501,no
SO123613,OO123613,Waybill280,PN12502,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:04,,,8/11/2024 22:04,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015500,no
SO123614,OO123614,Waybill281,PN12503,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:01,,,8/11/2024 22:01,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015480,no
SO123615,OO123615,Waybill282,PN12504,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:00,,,8/11/2024 22:00,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015479,no
SO123616,OO123616,Waybill283,PN12505,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 21:58,,,8/11/2024 21:58,,12345678,Seller A,intercepted,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015472,no
SO123617,OO123617,Waybill284,PN12506,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:19,,,8/11/2024 22:19,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015450,no
SO123618,OO123618,Waybill285,PN12507,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:16,,,8/11/2024 22:16,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015435,no
SO123619,OO123619,Waybill286,PN12508,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:13,,,8/11/2024 22:13,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015431,no
SO123620,OO123620,Waybill287,PN12509,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:07,,,8/11/2024 22:07,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015429,no
SO123621,OO123621,Waybill288,PN12510,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 22:03,,,8/11/2024 22:03,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015413,no
SO123622,OO123622,Waybill289,PN12511,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 21:59,,,8/11/2024 21:59,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015443,no
SO123623,OO123623,Waybill290,PN12512,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 21:58,,,8/11/2024 21:58,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN015442,no
SO123624,OO123624,Waybill291,PN12513,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 21:44,,,8/11/2024 21:44,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015441,no
SO123625,OO123625,Waybill292,PN12514,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 21:35,,,8/11/2024 21:35,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/14/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN015428,no
